min,max,mean,count,std,year,month,adm3_pcode,adm3_en,adm2_en,adm1_en,zscore_category
-0.7251997590065002,-0.645331859588623,-0.6834588803743061,19,0.02435435196093167,2024,3,ET120101,Akobo,Nuwer,Gambela,Normal
-0.708384096622467,-0.6725003123283386,-0.6833662986755371,6,0.01157813664537527,2024,3,ET120102,Lare,Nuwer,Gambela,Normal
-0.6614463925361633,-0.6405625343322754,-0.6524820327758789,4,0.0078074244960353485,2024,3,ET120103,Jikawo,Nuwer,Gambela,Normal
-0.663419246673584,-0.6216273903846741,-0.6421375870704651,8,0.011594680628030664,2024,3,ET120104,Wantawo,Nuwer,Gambela,Normal
-0.6918798685073853,-0.6676546931266785,-0.6810299754142761,4,0.008663468125411628,2024,3,ET120105,Makuey,Nuwer,Gambela,Normal
-0.7288910150527954,-0.7234757542610168,-0.7261834144592285,2,0.002707630396053296,2024,3,ET120200,Gambela National Park,Agnewak,Gambela,Normal
-0.9885282516479492,-0.6274414658546448,-0.7449413446279672,26,0.0818817188088793,2024,3,ET120201,Abobo,Agnewak,Gambela,Normal
-1.4536265134811401,-0.6585065722465515,-0.8317289705629702,27,0.18275204322174549,2024,3,ET120202,Gambela Zuria,Agnewak,Gambela,Normal
-0.7847741842269897,-0.7078033685684204,-0.738238296508789,25,0.01867323328170944,2024,3,ET120203,Gog,Agnewak,Gambela,Normal
-0.8004264235496521,-0.6721600890159607,-0.7366943359375,28,0.029575273502122322,2024,3,ET120204,Jore,Agnewak,Gambela,Normal
-1.2258714437484741,-0.7099072933197021,-0.9034036000569662,72,0.15972844726486915,2024,3,ET120205,Dima (GM),Agnewak,Gambela,Normal
,,,0,,2024,3,ET120206,Gambela town,Agnewak,Gambela,Normal
-1.1187310218811035,-0.7330520749092102,-0.8847312132517496,6,0.12947796012723348,2024,3,ET120301,Godere,Majang,Gambela,Normal
-1.3135449886322021,-0.8534212708473206,-1.0987510681152344,15,0.14824453847387914,2024,3,ET120308,Mengesh,Majang,Gambela,Moderately Dry
-0.7163429260253906,-0.6217402219772339,-0.667869065937243,19,0.02494786690755673,2024,3,ET120407,Itang,Itang Special woreda,Gambela,Normal
,,,0,,2024,3,ET130101,Sofi,Harari,Harari,Normal
,,,0,,2024,3,ET130102,Shenkor,Harari,Harari,Normal
-0.7262510657310486,-0.7262510657310486,-0.7262510657310486,1,0.0,2024,3,ET130103,Jinela,Harari,Harari,Normal
,,,0,,2024,3,ET130104,Hakim,Harari,Harari,Normal
,,,0,,2024,3,ET130105,Erer (HR),Harari,Harari,Normal
,,,0,,2024,3,ET130106,Dire Teyara,Harari,Harari,Normal
-0.7682878971099854,-0.7682878971099854,-0.7682878971099854,1,0.0,2024,3,ET130107,Amir Nur,Harari,Harari,Normal
,,,0,,2024,3,ET130108,Aboker,Harari,Harari,Normal
,,,0,,2024,3,ET130109,Abadir,Harari,Harari,Normal
-0.12661105394363403,-0.12661105394363403,-0.12661105394363403,1,0.0,2024,3,ET140101,Akaki Kality,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140102,Nifas Silk Lafto,Region 14,Addis Ababa,Normal
0.07535301148891449,0.07535301148891449,0.07535301148891449,1,0.0,2024,3,ET140103,Kolfe Keraniyo,Region 14,Addis Ababa,Normal
0.11001140624284744,0.11001140624284744,0.11001140624284744,1,0.0,2024,3,ET140104,Bole,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140105,Lideta,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140106,Kirkos,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140107,Yeka,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140108,Addis Ketema,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140109,Arada,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140110,Gulele,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET140111,Lemi Kura,Region 14,Addis Ababa,Normal
,,,0,,2024,3,ET150103,Sabian,Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150104,Malka Jabti /M.Jebdu),Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150105,Legehare,Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150109,Addis Ketema (DD),Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150110,Gende Kore,Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150111,Dechatu,Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150112,Hafat Issa,Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150113,Kazira,Dire Dawa urban,Dire Dawa,Normal
,,,0,,2024,3,ET150114,Police Maret,Dire Dawa urban,Dire Dawa,Normal
-0.5570647716522217,-0.5570647716522217,-0.5570647716522217,1,0.0,2024,3,ET150201,Aseliso,Dire Dawa rural,Dire Dawa,Normal
-0.2821770906448364,-0.08800365030765533,-0.16415763894716898,3,0.08461823550109222,2024,3,ET150206,Jeldessa,Dire Dawa rural,Dire Dawa,Normal
-0.7141669988632202,-0.676404595375061,-0.6952857971191406,2,0.01888120174407959,2024,3,ET150207,Wahil,Dire Dawa rural,Dire Dawa,Normal
-0.5829298496246338,-0.4487866163253784,-0.5347752571105957,3,0.06094897002969416,2024,3,ET150208,Biyoawale,Dire Dawa rural,Dire Dawa,Normal
0.29447102546691895,0.4132676124572754,0.35386931896209717,2,0.05939829349517822,2024,3,ET160001,Shebe Dino,Sidama,Sidama,Normal
-0.2158876210451126,0.05248988792300224,-0.039329513907432556,3,0.12487889674539368,2024,3,ET160002,Hawassa Zuria,Sidama,Sidama,Normal
-0.21455305814743042,0.46013909578323364,0.12279301881790161,2,0.33734607696533203,2024,3,ET160003,Arbegona,Sidama,Sidama,Normal
-0.3218277096748352,0.03841222822666168,-0.14170774817466736,2,0.1801199689507486,2024,3,ET160004,Dale,Sidama,Sidama,Normal
-0.471840500831604,-0.4082203209400177,-0.44003039598464966,2,0.03181008994579664,2024,3,ET160005,Aleta Wendo,Sidama,Sidama,Normal
-0.5834572315216064,-0.5744858980178833,-0.5789715647697449,2,0.004485666751861572,2024,3,ET160006,Dara,Sidama,Sidama,Normal
-0.5872268080711365,-0.5171599984169006,-0.5521934032440186,2,0.03503340482711792,2024,3,ET160007,Hulla,Sidama,Sidama,Normal
-0.4070379137992859,0.008107773959636688,-0.21466153860092163,4,0.15033194308778772,2024,3,ET160008,Bensa,Sidama,Sidama,Normal
-0.25611796975135803,-0.17304426431655884,-0.2120916098356247,4,0.034372173871353,2024,3,ET160009,Aroresa,Sidama,Sidama,Normal
0.23038733005523682,0.23038733005523682,0.23038733005523682,1,0.0,2024,3,ET160010,Boricha,Sidama,Sidama,Normal
0.5882465243339539,0.5882465243339539,0.5882465243339539,1,0.0,2024,3,ET160011,Gorche,Sidama,Sidama,Normal
0.7098647952079773,0.7098647952079773,0.7098647952079773,1,0.0,2024,3,ET160012,Malga,Sidama,Sidama,Normal
-0.14715449512004852,-0.14715449512004852,-0.14715449512004852,1,0.0,2024,3,ET160013,Wonosho,Sidama,Sidama,Normal
-0.15325060486793518,-0.15325060486793518,-0.15325060486793518,1,0.0,2024,3,ET160014,Chire,Sidama,Sidama,Normal
,,,0,,2024,3,ET160015,Bursa,Sidama,Sidama,Normal
-0.4611075818538666,-0.29715314507484436,-0.37913036346435547,2,0.08197721838951111,2024,3,ET160016,Aleta Chuko,Sidama,Sidama,Normal
-0.6307985782623291,-0.5582042336463928,-0.5945013761520386,2,0.03629717230798037,2024,3,ET160017,Bona Zuria,Sidama,Sidama,Normal
0.4799739420413971,0.4799739420413971,0.4799739420413971,1,0.0,2024,3,ET160018,Hawasa town,Sidama,Sidama,Normal
0.45803937315940857,0.626916766166687,0.542478084564209,2,0.08443869650364054,2024,3,ET160019,Wondo-Genet,Sidama,Sidama,Normal
,,,0,,2024,3,ET160020,Yirgalem town,Sidama,Sidama,Normal
,,,0,,2024,3,ET160021,Aleta Wondo town,Sidama,Sidama,Normal
,,,0,,2024,3,ET160022,Leku town,Sidama,Sidama,Normal
0.5433309078216553,0.5433309078216553,0.5433309078216553,1,0.0,2024,3,ET160023,Hawela,Sidama,Sidama,Normal
-0.06792062520980835,-0.06792062520980835,-0.06792062520980835,1,0.0,2024,3,ET160024,Bura,Sidama,Sidama,Normal
-0.5156522393226624,-0.5156522393226624,-0.5156522393226624,1,0.0,2024,3,ET160025,Dara Otilicho,Sidama,Sidama,Normal
,,,0,,2024,3,ET160026,Teticha,Sidama,Sidama,Normal
-0.5568802952766418,-0.5568802952766418,-0.5568802952766418,1,0.0,2024,3,ET160027,Chirone,Sidama,Sidama,Normal
-0.3231096863746643,0.2968660593032837,-0.013121813535690308,2,0.309987872838974,2024,3,ET160028,Shafamo,Sidama,Sidama,Normal
,,,0,,2024,3,ET160029,Chabe Gambeltu,Sidama,Sidama,Normal
,,,0,,2024,3,ET160030,Daye town,Sidama,Sidama,Normal
-0.34981000423431396,-0.34845250844955444,-0.3491312563419342,2,0.0006787478923797607,2024,3,ET160031,Hokko,Sidama,Sidama,Normal
0.17942240834236145,0.17942240834236145,0.17942240834236145,1,0.0,2024,3,ET160032,Bilate Zuria,Sidama,Sidama,Normal
-0.22497141361236572,-0.052445102483034134,-0.11733415722846985,3,0.07664589019082077,2024,3,ET160033,Darara,Sidama,Sidama,Normal
-0.1509857475757599,-0.1509857475757599,-0.1509857475757599,1,0.0,2024,3,ET160034,Daella,Sidama,Sidama,Normal
,,,0,,2024,3,ET160035,Chuko town,Sidama,Sidama,Normal
,,,0,,2024,3,ET160036,Wondo-Genet town,Sidama,Sidama,Normal
-0.5007743239402771,-0.18420805037021637,-0.3478732705116272,8,0.11067818284489173,2024,3,ET160037,Loka Abaya,Sidama,Sidama,Normal
-0.4184921383857727,-0.37585288286209106,-0.40060771942138673,25,0.009881870679770971,2024,4,ET010101,Tahtay Adiyabo,North Western,Tigray,Normal
-0.6582808494567871,-0.45863017439842224,-0.5722695589065552,4,0.07422300165667621,2024,4,ET010102,Laelay Adiabo,North Western,Tigray,Normal
-0.9760984182357788,-0.8177396059036255,-0.9226613998413086,5,0.055752848656724585,2024,4,ET010103,Zana,North Western,Tigray,Normal
-0.8847863078117371,-0.5117475986480713,-0.749625735812717,9,0.10983838658914442,2024,4,ET010104,Tahtay Koraro,North Western,Tigray,Normal
-0.6195916533470154,-0.39518946409225464,-0.4558913026537214,14,0.06976842063504186,2024,4,ET010105,Asgede,North Western,Tigray,Normal
-0.9767791032791138,-0.38582155108451843,-0.5286257948194232,14,0.17809203728382528,2024,4,ET010106,Tselemti,North Western,Tigray,Normal
,,,0,,2024,4,ET010107,Sheraro town,North Western,Tigray,Normal
,,,0,,2024,4,ET010108,Indasilassie town,North Western,Tigray,Normal
-0.9108330011367798,-0.772375226020813,-0.8454602360725403,4,0.049969909608763845,2024,4,ET010109,Selekleka,North Western,Tigray,Normal
-0.5609193444252014,-0.4459322988986969,-0.47868217740740093,7,0.036828457973957306,2024,4,ET010110,Seyemti Adyabo,North Western,Tigray,Normal
-0.4961545169353485,-0.4961545169353485,-0.4961545169353485,1,0.0,2024,4,ET010111,Adi Daero,North Western,Tigray,Normal
-0.43971532583236694,-0.41865888237953186,-0.42800283432006836,6,0.007464609823730131,2024,4,ET010112,Adi Hageray,North Western,Tigray,Normal
-0.8513019680976868,-0.42648619413375854,-0.6271193504333497,10,0.131507254066289,2024,4,ET010113,Tsimbla,North Western,Tigray,Normal
,,,0,,2024,4,ET010114,Endabaguna town,North Western,Tigray,Normal
-0.9480196833610535,-0.6650409698486328,-0.772946834564209,8,0.09100180030568755,2024,4,ET010115,Dima (TG),North Western,Tigray,Normal
,,,0,,2024,4,ET010116,May Tsebri town,North Western,Tigray,Normal
-0.7972023487091064,-0.6725912094116211,-0.7385913848876953,5,0.053292431352092405,2024,4,ET010201,Chila,Central,Tigray,Normal
-0.8218410015106201,-0.7740586996078491,-0.8049007415771484,5,0.01856321448790404,2024,4,ET010202,Aheferom,Central,Tigray,Normal
-0.890275239944458,-0.8328439593315125,-0.8552021980285645,4,0.021277062366239434,2024,4,ET010203,Edaga arbi,Central,Tigray,Normal
-0.8562158942222595,-0.7498116493225098,-0.7911770820617676,5,0.03547497666136826,2024,4,ET010204,Adwa,Central,Tigray,Normal
-0.8876088857650757,-0.8255861401557922,-0.8589220841725668,3,0.02553319225479644,2024,4,ET010205,Laelay Maychew,Central,Tigray,Normal
-0.9083026051521301,-0.8561802506446838,-0.882241427898407,2,0.026061177253723145,2024,4,ET010206,Tahtay Mayechew,Central,Tigray,Normal
-1.0006381273269653,-0.8860747218132019,-0.958249568939209,5,0.04207915614066264,2024,4,ET010207,Adet,Central,Tigray,Normal
-0.9858658313751221,-0.750724196434021,-0.8778447310129801,6,0.07922454669946541,2024,4,ET010208,Kola Temben,Central,Tigray,Normal
-0.9907845854759216,-0.939579427242279,-0.9646962881088257,4,0.01891718292113346,2024,4,ET010209,Naeder,Central,Tigray,Normal
-1.0371102094650269,-0.6263834834098816,-0.8938382466634115,9,0.12805338505275485,2024,4,ET010210,Abergele (TG),Central,Tigray,Normal
,,,0,,2024,4,ET010211,Abi Adi town,Central,Tigray,Normal
-0.7867807745933533,-0.7867807745933533,-0.7867807745933533,1,0.0,2024,4,ET010212,Adwa town,Central,Tigray,Normal
,,,0,,2024,4,ET010213,Axum town,Central,Tigray,Normal
-0.7231826782226562,-0.5654268264770508,-0.6342241287231445,5,0.055467566472734806,2024,4,ET010214,Rama,Central,Tigray,Normal
-0.7394624948501587,-0.635181725025177,-0.6861758232116699,3,0.0426032981661518,2024,4,ET010215,Ahsea,Central,Tigray,Normal
-0.8148857355117798,-0.6907604932785034,-0.7514486312866211,6,0.047458124532632,2024,4,ET010216,Egela,Central,Tigray,Normal
-0.7954168915748596,-0.7954168915748596,-0.7954168915748596,1,0.0,2024,4,ET010217,Hahayle,Central,Tigray,Normal
-0.9979439973831177,-0.9234629273414612,-0.9625370502471924,4,0.0340464281565308,2024,4,ET010218,Endafelasi,Central,Tigray,Normal
-0.8229354619979858,-0.8052645325660706,-0.8141000270843506,2,0.008835464716007903,2024,4,ET010219,Emba Sieneti,Central,Tigray,Normal
,,,0,,2024,4,ET010220,Enticho town,Central,Tigray,Normal
-1.0339152812957764,-0.884612500667572,-0.9579567228044782,7,0.05545503984292926,2024,4,ET010221,Keyhe tekli,Central,Tigray,Normal
-0.9983577728271484,-0.8261474967002869,-0.912527859210968,4,0.06441185833294266,2024,4,ET010222,Tanqua Melashe,Central,Tigray,Normal
-0.8638952970504761,0.6491710543632507,-0.22382180392742157,4,0.5494010660857377,2024,4,ET010301,Gulo Mekeda,Eastern,Tigray,Normal
0.562223494052887,0.8307517766952515,0.7080422810145787,7,0.09593533047647412,2024,4,ET010302,Erob,Eastern,Tigray,Normal
0.5062708854675293,0.8572112917900085,0.7571943600972494,6,0.12130676843304206,2024,4,ET010303,Saesie,Eastern,Tigray,Normal
-0.815140962600708,0.46156102418899536,-0.10949454456567764,4,0.5601827763037858,2024,4,ET010304,Ganta Afeshum,Eastern,Tigray,Normal
-0.8138025999069214,0.11469144374132156,-0.49758499009268625,7,0.3040962042556197,2024,4,ET010305,Hawzen,Eastern,Tigray,Normal
-0.20675164461135864,0.6928126215934753,0.31400251388549805,5,0.3518521205463008,2024,4,ET010306,Kelete Awelallo,Eastern,Tigray,Normal
0.15565478801727295,0.5700066685676575,0.3717945098876953,5,0.15794972340906457,2024,4,ET010307,Atsbi,Eastern,Tigray,Normal
,,,0,,2024,4,ET010308,Adigrat town,Eastern,Tigray,Normal
,,,0,,2024,4,ET010309,Wukro town,Eastern,Tigray,Normal
-0.8410243988037109,-0.8410243988037109,-0.8410243988037109,1,0.0,2024,4,ET010310,Bizet,Eastern,Tigray,Normal
,,,0,,2024,4,ET010311,Edaga Hamus town,Eastern,Tigray,Normal
,,,0,,2024,4,ET010312,Hawzen town,Eastern,Tigray,Normal
,,,0,,2024,4,ET010313,Freweyni town,Eastern,Tigray,Normal
0.4576650559902191,0.86943119764328,0.7047241926193237,4,0.15221496462019302,2024,4,ET010314,Tsaeda Emba,Eastern,Tigray,Normal
,,,0,,2024,4,ET010315,Atsbi town,Eastern,Tigray,Normal
0.2810487449169159,0.7978253960609436,0.5530654191970825,8,0.20724736442035716,2024,4,ET010316,Agulae,Eastern,Tigray,Normal
-0.767514705657959,-0.767514705657959,-0.767514705657959,1,0.0,2024,4,ET010317,Geraleta,Eastern,Tigray,Normal
,,,0,,2024,4,ET010318,Zala Anbesa town,Eastern,Tigray,Normal
-0.935180127620697,-0.935180127620697,-0.935180127620697,1,0.0,2024,4,ET010401,Selewa,Southern,Tigray,Normal
,,,0,,2024,4,ET010402,Bora (TG),Southern,Tigray,Normal
-0.9160116910934448,-0.5347198247909546,-0.7253657579421997,2,0.19064593315124512,2024,4,ET010403,Neqsege,Southern,Tigray,Normal
-0.5903438925743103,1.0091012716293335,0.17495863437652587,5,0.6221490557871086,2024,4,ET010404,Emba Alaje,Southern,Tigray,Normal
-0.4085675776004791,0.6474750638008118,0.20921011765797934,3,0.44942565973009085,2024,4,ET010405,Endamehoni,Southern,Tigray,Normal
-0.11198502779006958,1.027465581893921,0.6225803548639471,11,0.389913585820929,2024,4,ET010406,Raya Azebo,Southern,Tigray,Normal
-0.49889472126960754,0.06116824224591255,-0.289992352326711,6,0.19223995563222293,2024,4,ET010407,Raya Alamata,Southern,Tigray,Normal
-0.7378891706466675,0.6470790505409241,-0.12817180156707764,5,0.45272764681108946,2024,4,ET010408,Ofla,Southern,Tigray,Normal
,,,0,,2024,4,ET010409,Maichew town,Southern,Tigray,Normal
,,,0,,2024,4,ET010410,Korem town,Southern,Tigray,Normal
,,,0,,2024,4,ET010411,Alamata town,Southern,Tigray,Normal
,,,0,,2024,4,ET010412,Mekhoni town,Southern,Tigray,Normal
-0.5787891745567322,-0.4634498655796051,-0.5261321067810059,3,0.04761769576019212,2024,4,ET010413,Zata,Southern,Tigray,Normal
-0.35890015959739685,0.6861883401870728,0.10432711243629456,6,0.3779927875472015,2024,4,ET010414,Chercher,Southern,Tigray,Normal
-0.4720498323440552,-0.3545456528663635,-0.4028979710170201,42,0.03409973646981714,2024,4,ET010501,Kafta Humera,Western,Tigray,Normal
-0.7379409074783325,-0.3901272714138031,-0.5030673503875732,20,0.09308685232658763,2024,4,ET010502,Welkait,Western,Tigray,Normal
-1.155087947845459,-0.3985494375228882,-0.6444413926866319,18,0.25546750792585293,2024,4,ET010503,Tsegede (TG),Western,Tigray,Normal
-0.35964399576187134,-0.35964399576187134,-0.35964399576187134,1,0.0,2024,4,ET010504,Setit Humera,Western,Tigray,Normal
-0.4497765004634857,-0.38589510321617126,-0.41930603981018066,8,0.022198074158053985,2024,4,ET010505,May Kadra,Western,Tigray,Normal
-0.46719178557395935,-0.41169530153274536,-0.4440675311618381,9,0.020541973435759982,2024,4,ET010506,Dansha town,Western,Tigray,Normal
-0.69172602891922,-0.40388423204421997,-0.48681822419166565,8,0.09210098954183892,2024,4,ET010507,Awra (TG),Western,Tigray,Normal
-0.4827935993671417,-0.41053375601768494,-0.4430287182331085,4,0.028628452653323047,2024,4,ET010508,Korarit,Western,Tigray,Normal
,,,0,,2024,4,ET010509,May Gaba,Western,Tigray,Normal
-1.0352293252944946,-0.9452776908874512,-1.0000866889953612,5,0.03268094615627123,2024,4,ET010601,Saharti,South Eastern,Tigray,Moderately Dry
-0.9438826441764832,1.0660209655761719,0.17801424173208383,13,0.8081187981056368,2024,4,ET010602,Enderta,South Eastern,Tigray,Normal
-0.5674924850463867,0.5963025093078613,-0.11182647943496704,5,0.50627136189777,2024,4,ET010603,Hintalo,South Eastern,Tigray,Normal
-0.8651946783065796,-0.7954502105712891,-0.825252890586853,4,0.025653824084070454,2024,4,ET010604,Degua Temben,South Eastern,Tigray,Normal
,,,0,,2024,4,ET010605,Hagere Selam town,South Eastern,Tigray,Normal
-1.0213258266448975,-0.8677479028701782,-0.9280270663174716,11,0.04248171308887216,2024,4,ET010606,Samre,South Eastern,Tigray,Normal
0.4601823687553406,0.4601823687553406,0.4601823687553406,1,0.0,2024,4,ET010607,Adigudom,South Eastern,Tigray,Normal
0.5271192789077759,1.2570916414260864,0.9991893768310547,9,0.27250658410464296,2024,4,ET010608,Wajirat,South Eastern,Tigray,Normal
-0.3710818886756897,0.9092689156532288,0.3322315613428752,6,0.48703027944265503,2024,4,ET010701,Mekelle,Mekelle,Tigray,Normal
-0.48360803723335266,0.09900010377168655,-0.2541746876456521,44,0.15232392554667043,2024,4,ET020101,Dubti,Awsi /Zone 1,Afar,Normal
-0.46129077672958374,-0.008138895034790039,-0.27771702816611843,95,0.09449524553199133,2024,4,ET020102,Elidar,Awsi /Zone 1,Afar,Normal
-0.36577078700065613,-0.19305293262004852,-0.3091965743473598,14,0.04714772801793578,2024,4,ET020103,Asayita,Awsi /Zone 1,Afar,Normal
-0.2929445803165436,-0.10429775714874268,-0.20235795634133474,14,0.06946878204025567,2024,4,ET020104,Afambo,Awsi /Zone 1,Afar,Normal
-0.3760330379009247,-0.14128944277763367,-0.20937245421939427,18,0.06028293330143898,2024,4,ET020105,Mile,Awsi /Zone 1,Afar,Normal
-0.42480888962745667,-0.27577638626098633,-0.34225341251918245,14,0.04302636023790642,2024,4,ET020106,Chifra,Awsi /Zone 1,Afar,Normal
,,,0,,2024,4,ET020107,Dubti town,Awsi /Zone 1,Afar,Normal
-0.24856221675872803,0.05384404584765434,-0.12469933146522158,21,0.08197894756977289,2024,4,ET020108,Kori,Awsi /Zone 1,Afar,Normal
-0.4586338400840759,-0.1441895216703415,-0.29997834705171134,21,0.08047572809421039,2024,4,ET020109,Adar,Awsi /Zone 1,Afar,Normal
-0.5203894972801208,-0.1972968578338623,-0.3657866528159694,38,0.08439620729768818,2024,4,ET020110,Gerani,Awsi /Zone 1,Afar,Normal
,,,0,,2024,4,ET020111,Asayita town,Awsi /Zone 1,Afar,Normal
-0.2707633674144745,-0.2707633674144745,-0.2707633674144745,1,0.0,2024,4,ET020198,Samera Logiya town,Awsi /Zone 1,Afar,Normal
-0.6026906371116638,0.42401155829429626,-0.3607949075244722,21,0.2567510911776813,2024,4,ET020201,Erebti,Kilbati /Zone2,Afar,Normal
-0.05568129941821098,0.051424290984869,-0.0026049638787905374,3,0.04373086565525019,2024,4,ET020202,Kunneba,Kilbati /Zone2,Afar,Normal
-0.26194143295288086,0.502529501914978,-0.029753140040806363,7,0.3206526364424335,2024,4,ET020203,Abaala,Kilbati /Zone2,Afar,Normal
-0.23116400837898254,0.2395225614309311,-0.06670895963907242,8,0.15242400195033867,2024,4,ET020204,Megale,Kilbati /Zone2,Afar,Normal
-0.626201868057251,0.07093950361013412,-0.38357948303222655,25,0.20015393490390954,2024,4,ET020205,Berahile,Kilbati /Zone2,Afar,Normal
-0.5379534363746643,0.6516293883323669,-0.007306519150733948,20,0.3675794532645412,2024,4,ET020206,Dalol,Kilbati /Zone2,Afar,Normal
-0.644611656665802,-0.23101592063903809,-0.45841253028725676,106,0.07678531870970147,2024,4,ET020207,Afdera,Kilbati /Zone2,Afar,Normal
-0.7468777298927307,0.017253855243325233,-0.33407480208600154,61,0.1916482184874361,2024,4,ET020208,Bidu,Kilbati /Zone2,Afar,Normal
0.503794252872467,0.503794252872467,0.503794252872467,1,0.0,2024,4,ET020209,Abaala town,Kilbati /Zone2,Afar,Normal
-0.42542681097984314,-0.10178130865097046,-0.2418128252029419,6,0.11279002504465006,2024,4,ET020301,Amibara,Gabi /Zone 3,Afar,Normal
-0.2831023335456848,0.10701759159564972,-0.19044041633605957,7,0.12407794625409577,2024,4,ET020302,Awash,Gabi /Zone 3,Afar,Normal
-0.5149621367454529,-0.17272627353668213,-0.38805114201137,70,0.07676074503669102,2024,4,ET020303,Gewane,Gabi /Zone 3,Afar,Normal
-0.431766539812088,0.11551680415868759,-0.30652904510498047,11,0.15229580555465588,2024,4,ET020304,Dulecha,Gabi /Zone 3,Afar,Normal
-0.22609175741672516,-0.11804895102977753,-0.175863402230399,7,0.03703576922723894,2024,4,ET020305,Gelalu,Gabi /Zone 3,Afar,Normal
-0.12391524761915207,0.6556311845779419,0.12358739972114563,4,0.312675444472501,2024,4,ET020306,Arguba,Gabi /Zone 3,Afar,Normal
-0.39209142327308655,-0.1675264984369278,-0.3237971525925856,26,0.05087259273300677,2024,4,ET020307,Hanruka,Gabi /Zone 3,Afar,Normal
,,,0,,2024,4,ET020396,Awash town,Gabi /Zone 3,Afar,Normal
-0.5370641946792603,-0.11464773118495941,-0.3296079635620117,19,0.11914570855083483,2024,4,ET020401,Awra (AF),Fanti /Zone 4,Afar,Normal
-0.5337413549423218,-0.1928408145904541,-0.45596857865651447,12,0.09417372704789874,2024,4,ET020402,Euwa,Fanti /Zone 4,Afar,Normal
-0.3352311849594116,0.7978511452674866,-0.06228434338289149,51,0.25590849522773307,2024,4,ET020403,Teru,Fanti /Zone 4,Afar,Normal
-0.3513614535331726,-0.05071099475026131,-0.2309814521244594,7,0.09259015346754232,2024,4,ET020404,Yalo,Fanti /Zone 4,Afar,Normal
-0.4502643644809723,-0.10513033717870712,-0.2639584143956502,6,0.11025944219714329,2024,4,ET020405,Gulina,Fanti /Zone 4,Afar,Normal
-0.39499762654304504,-0.18310707807540894,-0.301988336775038,9,0.06553145523406005,2024,4,ET020501,Telalek,Hari /Zone 5,Afar,Normal
-0.4091397821903229,0.0785541757941246,-0.21829028129577638,10,0.16169343386877094,2024,4,ET020502,Samurobi,Hari /Zone 5,Afar,Normal
-0.42902112007141113,-0.1514313966035843,-0.2778442859649658,5,0.0978021314439402,2024,4,ET020503,Dawe,Hari /Zone 5,Afar,Normal
-0.39024415612220764,-0.2525668740272522,-0.33620421091715497,9,0.040353656494528614,2024,4,ET020504,Dalefage,Hari /Zone 5,Afar,Normal
-0.3505780100822449,-0.08515175431966782,-0.24989214810458096,11,0.0680460827705473,2024,4,ET020505,Hadelela,Hari /Zone 5,Afar,Normal
-1.481375813484192,-0.48122212290763855,-1.0189217787522535,13,0.3546414337901771,2024,4,ET030101,Addi Arekay,North Gondar,Amhara,Moderately Dry
-1.6523780822753906,-0.6438204050064087,-1.15597399075826,6,0.3362338415012368,2024,4,ET030102,Beyeda,North Gondar,Amhara,Moderately Dry
-1.6914153099060059,-1.1500357389450073,-1.5480673789978028,10,0.1503056270055385,2024,4,ET030103,Janamora,North Gondar,Amhara,Moderately Dry
-1.1885805130004883,-0.48155248165130615,-0.8042273087935015,11,0.21149810318493964,2024,4,ET030104,Debark,North Gondar,Amhara,Normal
-1.0835484266281128,-0.619863748550415,-0.8175235986709595,8,0.13875194383373013,2024,4,ET030105,Dabat,North Gondar,Amhara,Normal
,,,0,,2024,4,ET030106,Dabat town,North Gondar,Amhara,Normal
-1.3394279479980469,-0.6387673616409302,-1.0414281572614397,7,0.2723371086126056,2024,4,ET030119,Telemt,North Gondar,Amhara,Moderately Dry
,,,0,,2024,4,ET030198,Debark town,North Gondar,Amhara,Normal
-0.8501602411270142,-0.6319901347160339,-0.7558532442365374,14,0.06815189094797636,2024,4,ET030201,Ebenat,South Gondar,Amhara,Normal
-1.0381381511688232,-0.8695195317268372,-0.9212870597839355,8,0.054121620677959774,2024,4,ET030202,Libokemekem,South Gondar,Amhara,Normal
-0.9807167649269104,-0.7568934559822083,-0.851418654123942,9,0.060281109235076784,2024,4,ET030203,Fogera,South Gondar,Amhara,Normal
-1.245802640914917,-0.8390668034553528,-1.068532943725586,6,0.14809065903050245,2024,4,ET030204,Farta,South Gondar,Amhara,Moderately Dry
-0.934705376625061,-0.6850606203079224,-0.8051287911155007,11,0.08543806614845693,2024,4,ET030205,Lay Gayint,South Gondar,Amhara,Normal
